Rule	ID	Consequent	TP	FP	TN	FN	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
14	1185502917	0	2	3	37	27	0.565217	0.496983	0.400000	0.072464	0.075000	0.252573	0.919540	0.000000	0.062500	-0.006034	0.028986	0.925000	0.068966	-0.001470	0.496983	
15	709388397	0	1	1	39	28	0.579710	0.504741	0.500000	0.028986	0.025000	0.183359	1.379310	1.000000	0.033333	0.009483	0.014493	0.975000	0.034483	0.002310	0.504741	
16	-1906657757	1	36	26	3	4	0.565217	0.501724	0.580645	0.898551	0.896552	0.305129	1.003846	1.000000	0.545455	0.003448	0.521739	0.103448	0.900000	0.000840	0.501724	
17	173958753	1	33	24	5	7	0.550725	0.498707	0.578947	0.826087	0.827586	0.377149	0.996875	0.000000	0.515625	-0.002586	0.478261	0.172414	0.825000	-0.000630	0.498707	
18	-1649492400	1	37	27	2	3	0.565217	0.496983	0.578125	0.927536	0.931034	0.252573	0.993519	0.000000	0.552239	-0.006034	0.536232	0.068966	0.925000	-0.001470	0.496983	
19	-1866804016	1	29	26	3	11	0.463768	0.414224	0.527273	0.797101	0.896552	0.273861	0.808654	0.000000	0.439394	-0.171552	0.420290	0.103448	0.725000	-0.041798	0.414224	
20	-1695960459	1	36	27	2	4	0.550725	0.484483	0.571429	0.913043	0.931034	0.249136	0.966667	0.000000	0.537313	-0.031034	0.521739	0.068966	0.900000	-0.007561	0.484483	
21	1834714718	1	2	1	28	38	0.434783	0.507759	0.666667	0.043478	0.034483	0.219718	1.450000	1.000000	0.048780	0.015517	0.028986	0.965517	0.050000	0.003781	0.507759	
22	1590906681	1	2	1	28	38	0.434783	0.507759	0.666667	0.043478	0.034483	0.219718	1.450000	1.000000	0.048780	0.015517	0.028986	0.965517	0.050000	0.003781	0.507759	
23	1112637441	1	4	2	27	36	0.449275	0.515517	0.666667	0.086957	0.068966	0.305129	1.450000	1.000000	0.095238	0.031034	0.057971	0.931034	0.100000	0.007561	0.515517	
24	1942395865	1	36	27	2	4	0.550725	0.484483	0.571429	0.913043	0.931034	0.249136	0.966667	0.000000	0.537313	-0.031034	0.521739	0.068966	0.900000	-0.007561	0.484483	
25	228570846	1	35	25	4	5	0.565217	0.506466	0.583333	0.869565	0.862069	0.347404	1.015000	1.000000	0.538462	0.012931	0.507246	0.137931	0.875000	0.003151	0.506466	
26	1384976226	1	2	1	28	38	0.434783	0.507759	0.666667	0.043478	0.034483	0.219718	1.450000	1.000000	0.048780	0.015517	0.028986	0.965517	0.050000	0.003781	0.507759	
27	133834115	1	34	26	3	6	0.536232	0.476724	0.566667	0.869565	0.896552	0.296532	0.948077	0.000000	0.515152	-0.046552	0.492754	0.103448	0.850000	-0.011342	0.476724	
28	1190661232	1	34	24	5	6	0.565217	0.511207	0.586207	0.840580	0.827586	0.382821	1.027083	1.000000	0.531250	0.022414	0.492754	0.172414	0.850000	0.005461	0.511207	
29	1749061445	1	33	24	5	7	0.550725	0.498707	0.578947	0.826087	0.827586	0.377149	0.996875	0.000000	0.515625	-0.002586	0.478261	0.172414	0.825000	-0.000630	0.498707	
30	299861219	1	37	28	1	3	0.550725	0.479741	0.569231	0.942029	0.965517	0.178596	0.958036	0.000000	0.544118	-0.040517	0.536232	0.034483	0.925000	-0.009872	0.479741	
31	-1681685519	1	37	23	6	3	0.623188	0.565948	0.616667	0.869565	0.793103	0.437469	1.166304	1.000000	0.587302	0.131897	0.536232	0.206897	0.925000	0.032136	0.565948	
32	-1870415178	1	36	24	5	4	0.594203	0.536207	0.600000	0.869565	0.827586	0.393919	1.087500	1.000000	0.562500	0.072414	0.521739	0.172414	0.900000	0.017643	0.536207	
33	175167486	1	35	27	2	5	0.536232	0.471983	0.564516	0.898551	0.931034	0.245652	0.939815	0.000000	0.522388	-0.056034	0.507246	0.068966	0.875000	-0.013653	0.471983	
34	959928401	1	35	26	3	5	0.550725	0.489224	0.573770	0.884058	0.896552	0.300861	0.975962	0.000000	0.530303	-0.021552	0.507246	0.103448	0.875000	-0.005251	0.489224	
